;description;energy;kms;location;make;model;price;title;transmission;year
5697;;gasolina;48130;San Luis - Lima - Lima;mitsubishi;outlander;15000;mitsubishi outlander 2014;automática (secuencial);2014
5698;;gasolina;130000;Barranco - Lima - Lima;mitsubishi;asx;9500;mitsubishi asx 2011;mecánica;2011
5699;mitsubishi l200 fab 2017 mecanico tdi version dk-r impecable;diesel;23700;Santiago de Surco - Lima - Lima;mitsubishi;l200 dk-r;19800;mitsubishi l200 dk-r 2017;mecánica;2017
5700;;gasolina;23464;La Victoria - Lima - Lima;mitsubishi;montero sport;30900;mitsubishi montero sport 2017;automática (secuencial);2017
5701;impecable aros 17 facturable recibo auto en parte de pago;gasolina;43000;Miraflores - Lima - Lima;mitsubishi;asx;14800;mitsubishi asx 2014;automática (secuencial);2014
5702;4x2 bien conservada facturable, recibo auto en parte de pago;gasolina;53000;Miraflores - Lima - Lima;mitsubishi;asx;14400;mitsubishi asx 2014;automática (secuencial);2014
5703;;gasolina;11400;Santiago de Surco - Lima - Lima;mitsubishi;outlander;28200;mitsubishi outlander 2018;automática (secuencial);2018
5704;;gasolina;47000;Miraflores - Lima - Lima;mitsubishi;outlander;17500;mitsubishi outlander 2014;automática (secuencial);2014
5705;;diesel;120000;La Victoria - Lima - Lima;mitsubishi;l200;14500;mitsubishi l200 2014;mecánica;2014
5706;espectacular estado;diesel;143244;La Victoria - Lima - Lima;mitsubishi;l200;15500;mitsubishi l200 2015;mecánica;2015
5707;;diesel;;La Victoria - Lima - Lima;mitsubishi;montero;16900;mitsubishi montero 2008;automática (secuencial);2008
5708;mitsubishi asx mecanica 2012;gasolina;92000;Santiago de Surco - Lima - Lima;mitsubishi;asx;11499;mitsubishi asx 2012;mecánica;2012
5709;★★★ mitsubishi nativa ★★★ fab, 2005 mod, 2006 ✔ camioneta su;dual;214168;La Victoria - Lima - Lima;mitsubishi;nativa;10900;mitsubishi nativa 2005;automática;2005
5710;;diesel;18038;La Victoria - Lima - Lima;mitsubishi;montero sport;;mitsubishi montero sport 2017;automática (secuencial);2017
5711;;diesel;28278;La Victoria - Lima - Lima;mitsubishi;montero;42000;mitsubishi montero 2016;automática (secuencial);2016
5712;;gas glp;51749;La Victoria - Lima - Lima;mitsubishi;outlander;16900;mitsubishi outlander 2012;automática (secuencial);2012
5713;realmente impecable uso particular ;gasolina;95000;Los Olivos - Lima - Lima;mitsubishi;nativa;;mitsubishi nativa 2010;automática (secuencial);2010
5714;"realmente conservado; poco uso";gas glp;80000;Santiago de Surco - Lima - Lima;mitsubishi;pajero;;mitsubishi pajero 2002;mecánica;2002
5715;"realmente conservado; nacional";dual;;Santiago de Surco - Lima - Lima;mitsubishi;montero io;;mitsubishi montero io 2001;mecánica;2001
5716;;gasolina;38600;La Molina - Lima - Lima;mitsubishi;outlander;24500;mitsubishi outlander 2017;automática (secuencial);2017
5717;;gasolina;20800;Surquillo - Lima - Lima;mitsubishi;lancer;12500;mitsubishi lancer 2015;mecánica;2015
5718;vehículo de uso particular - entrega inmediata;gasolina;77453;Santiago de Surco - Lima - Lima;mitsubishi;asx;11990;mitsubishi asx 2011;automática;2011
5719;;diesel;194;Miraflores - Lima - Lima;mitsubishi;montero;10800;mitsubishi montero 2000;automática (secuencial);2000
5720;;gasolina;28300;La Molina - Lima - Lima;mitsubishi;mirage;8500;mitsubishi mirage 2013;automática (secuencial);2013
5721;;gasolina;30040;San Isidro - Lima - Lima;mitsubishi;outlander;18000;mitsubishi outlander 2016;automática (secuencial);2016
5722;;gasolina;116000;San Miguel - Lima - Lima;mitsubishi;outlander;8500;mitsubishi outlander 2006;automática (secuencial);2006
5723;;diesel;150000;Santiago de Surco - Lima - Lima;mitsubishi;l300;10500;mitsubishi l300 2009;mecánica;2009
5724;único dueño full equipo todo original impecable sin raspones;gasolina;36000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;19300;mitsubishi outlander 2016;automática;2016
5725;;gasolina;16700;Santiago de Surco - Lima - Lima;mitsubishi;asx;;mitsubishi asx 2018;automática (secuencial);2018
5726;;gasolina;105000;Miraflores - Lima - Lima;mitsubishi;asx;13200;mitsubishi asx 2014;automática (secuencial);2014
5727;uso particular 955561099 sunroof;gasolina;15000;Santiago de Surco - Lima - Lima;mitsubishi;asx;17500;mitsubishi asx 2014;automática (secuencial);2014
5728;mitsubishi l200 version dkr 4x4 2015 2016;diesel;55000;Santiago de Surco - Lima - Lima;mitsubishi;l200;18900;mitsubishi l200 2015;mecánica;2015
5729;;diesel;170000;Santiago de Surco - Lima - Lima;mitsubishi;montero;17000;mitsubishi montero 2009;mecánica;2009
5730;realmente impecable de uso personal;diesel;65000;Santiago de Surco - Lima - Lima;mitsubishi;l200;15900;mitsubishi l200 2015;mecánica;2015
5731;;gasolina;176000;La Molina - Lima - Lima;mitsubishi;eclipse;5500;mitsubishi eclipse 2003;automática (secuencial);2003
5732;;gasolina;16000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;22990;mitsubishi outlander 2017;automática (secuencial);2017
5733;;diesel;130000;Arequipa - Arequipa - Arequipa;mitsubishi;nativa;13500;mitsubishi nativa 2008;automática (secuencial);2008
5734;;gasolina;83000;San Borja - Lima - Lima;mitsubishi;outlander;12000;mitsubishi outlander 2010;automática (secuencial);2010
5735;;diesel;19000;Cajamarca - Cajamarca - Cajamarca;mitsubishi;montero sport;34900;mitsubishi montero sport 2018;automática (secuencial);2018
5736;uso particular 955561099;diesel;81000;Santiago de Surco - Lima - Lima;mitsubishi;montero sport;21500;mitsubishi montero sport 2014;automática (secuencial);2014
5737;mitsubishi-mirage-hatchback;gasolina;1500;Cajamarca - Cajamarca - Cajamarca;mitsubishi;mirage;11290;mitsubishi mirage 2017;mecánica;2017
5738;impecable;diesel;115000;Miraflores - Lima - Lima;mitsubishi;montero;14000;mitsubishi montero 2008;automática (secuencial);2008
5739;mitsubishi-asx;gasolina;46000;Trujillo - Trujillo - La Libertad;mitsubishi;asx;16000;mitsubishi asx 2017;mecánica;2017
5740;;gasolina;14500;San Isidro - Lima - Lima;mitsubishi;asx;18500;mitsubishi asx 2018;automática (secuencial);2018
5741;;gasolina;40000;Miraflores - Lima - Lima;mitsubishi;lancer;10900;mitsubishi lancer 2014;mecánica;2014
5742;;gasolina;3000;La Molina - Lima - Lima;mitsubishi;asx;20000;mitsubishi asx 2017;automática (secuencial);2017
5743;;gasolina;12500;Miraflores - Lima - Lima;mitsubishi;outlander;20900;mitsubishi outlander 2017;automática (secuencial);2017
5744;;diesel;38479;Miraflores - Lima - Lima;mitsubishi;l200;19800;mitsubishi l200 2015;mecánica;2015
5745;;gasolina;152000;Miraflores - Lima - Lima;mitsubishi;outlander;7900;mitsubishi outlander 2005;automática;2005
5746;;gasolina;10910;San Luis - Lima - Lima;mitsubishi;mirage;9000;mitsubishi mirage 2014;automática;2014
5747;;gasolina;129000;Miraflores - Lima - Lima;mitsubishi;asx;10000;mitsubishi asx 2012;mecánica;2012
5748;;gasolina;47600;San Isidro - Lima - Lima;mitsubishi;outlander;17500;mitsubishi outlander 2011;automática (secuencial);2011
5749;;diesel;150000;Piura - Piura - Piura;mitsubishi;l200;9600;mitsubishi l200 2004;mecánica;2004
5750;;diesel;190000;San Borja - Lima - Lima;mitsubishi;l200;8300;mitsubishi l200 2007;mecánica;2007
5751;;diesel;92500;Miraflores - Lima - Lima;mitsubishi;l200;15500;mitsubishi l200 2012;mecánica;2012
5752;;gasolina;20000;Lima - Lima - Lima;mitsubishi;asx;;mitsubishi asx 2017;mecánica;2017
5753;;gasolina;4000;Santiago de Surco - Lima - Lima;mitsubishi;lancer;12300;mitsubishi lancer 2016;mecánica;2016
5754;;gasolina;79000;San Isidro - Lima - Lima;mitsubishi;lancer;9900;mitsubishi lancer 2013;mecánica;2013
5755;;gasolina;;Santiago de Surco - Lima - Lima;mitsubishi;outlander;13000;mitsubishi outlander 2011;automática;2011
5756;;gasolina;200000;San Miguel - Lima - Lima;mitsubishi;colt;3000;mitsubishi colt 2003;automática;2003
5757;;gas gnv;;Santa Anita - Lima - Lima;mitsubishi;lancer;4200;mitsubishi lancer 1998;automática;1998
5758;;gasolina;57000;Cusco - Cusco - Cusco;mitsubishi;montero sport;21500;mitsubishi montero sport 2013;automática;2013
5759;;diesel;175000;San Juan de Lurigancho - Lima - Lima;mitsubishi;galant;;mitsubishi galant 1994;automática;1994
5760;;gasolina;118000;San Miguel - Lima - Lima;mitsubishi;outlander;7790;mitsubishi outlander 2005;automática (secuencial);2005
5761;;gasolina;41000;San Borja - Lima - Lima;mitsubishi;asx;14800;mitsubishi asx 2015;automática (secuencial);2015
5762;;diesel;170400;Huaraz - Huaraz - Ancash;mitsubishi;l200;15700;mitsubishi l200 2012;mecánica;2012
5763; mitsubishi asx 2wd 2,0glx 2015 grisoscuro m/t suv 18494 kms;gasolina;18494;San Isidro - Lima - Lima;mitsubishi;asx;16600;mitsubishi asx 2015;mecánica;2015
5764;"4x4 top de linea full luxe con 13;125 km recorridos nueva ";gasolina;13125;Chorrillos - Lima - Lima;mitsubishi;outlander;24600;mitsubishi outlander 2017;automática (secuencial);2017
5765;;diesel;80000;San Juan de Lurigancho - Lima - Lima;mitsubishi;l200;18000;mitsubishi l200 2015;mecánica;2015
5766;;gasolina;25000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;19800;mitsubishi outlander 2016;automática;2016
5767;"solo 17000 kms impecable;servicios al dia en mitsubishi";gasolina;17000;San Borja - Lima - Lima;mitsubishi;outlander;22000;mitsubishi outlander 2017;automática (secuencial);2017
5768;;gasolina;60000;Miraflores - Lima - Lima;mitsubishi;mirage;7650;mitsubishi mirage 2015;mecánica;2015
5769;;gasolina;41000;San Borja - Lima - Lima;mitsubishi;asx;17500;mitsubishi asx 2017;automática (secuencial);2017
5770;;dual;188650;Los Olivos - Lima - Lima;mitsubishi;lancer;4300;mitsubishi lancer 1999;mecánica;1999
5771;;gasolina;57000;San Isidro - Lima - Lima;mitsubishi;asx;11900;mitsubishi asx 2012;mecánica;2012
5772;;gas gnv;150000;San Borja - Lima - Lima;mitsubishi;libero;3000;mitsubishi libero 2001;mecánica;2001
5773;;diesel;83800;Santiago de Surco - Lima - Lima;mitsubishi;montero;19000;mitsubishi montero 2009;automática (secuencial);2009
5774;;diesel;47600;Miraflores - Lima - Lima;mitsubishi;montero;32800;mitsubishi montero 2014;automática (secuencial);2014
5775;;gasolina;17500;La Molina - Lima - Lima;mitsubishi;outlander;25499;mitsubishi outlander 2017;automática (secuencial);2017
5776;;diesel;44000;San Borja - Lima - Lima;mitsubishi;l200;18500;mitsubishi l200 2015;mecánica;2015
5777;;gasolina;76000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;9800;mitsubishi outlander 2008;automática;2008
5778;;diesel;72850;Santiago de Surco - Lima - Lima;mitsubishi;l200;17950;mitsubishi l200 2015;mecánica;2015
5779;;diesel;1;Santiago de Surco - Lima - Lima;mitsubishi;l200;8200;mitsubishi l200 2004;mecánica;2004
5780;;gasolina;97000;Santiago de Surco - Lima - Lima;mitsubishi;outlander;8300;mitsubishi outlander 2006;automática (secuencial);2006
5781;;gasolina;;Lima - Lima - Lima;mitsubishi;lancer;4500;mitsubishi lancer 2003;automática;2003
5782;;gasolina;83300;Santiago de Surco - Lima - Lima;mitsubishi;outlander;10500;mitsubishi outlander 2010;mecánica;2010
5783;;diesel;73356;La Molina - Lima - Lima;mitsubishi;l300;9000;mitsubishi l300 2009;mecánica;2009
5784;;diesel;69000;San Borja - Lima - Lima;mitsubishi;montero;11950;mitsubishi montero 2006;automática (secuencial);2006
5785;;diesel;91000;La Victoria - Lima - Lima;mitsubishi;l200;;mitsubishi l200 2013;mecánica;2013
5786;;diesel;56000;Magdalena del Mar - Lima - Lima;mitsubishi;l200 dk-r;21400;mitsubishi l200 dk-r 2016;mecánica;2016
5787;l200 hipower 4x4 2016 comprada 2017 full ;diesel;50000;Miraflores - Lima - Lima;mitsubishi;l200;21400;mitsubishi l200 2017;mecánica;2017
5788;;gasolina;;San Isidro - Lima - Lima;mitsubishi;l200;21500;mitsubishi l200 2018;mecánica;2018
5789;;diesel;70301;San Isidro - Lima - Lima;mitsubishi;l200;20400;mitsubishi l200 2015;mecánica;2015
5790;mitsubishi l200 full 4x2 0 kilómetros ;gasolina;;San Isidro - Lima - Lima;mitsubishi;l200;21500;mitsubishi l200 2018;mecánica;2018
5791;"semi nuevo; super economico ";gasolina;52000;San Isidro - Lima - Lima;mitsubishi;lancer;10800;mitsubishi lancer 2014;mecánica;2014
5792;vehículo 0 kilometros totalmente nuevo;gasolina;;San Isidro - Lima - Lima;mitsubishi;l200;21550;mitsubishi l200 2018;mecánica;2018
5793;;diesel;;San Miguel - Lima - Lima;mitsubishi;montero;6500;mitsubishi montero 1987;mecánica;1987
5794;;gasolina;68000;San Martin de Porres - Lima - Lima;mitsubishi;lancer;3600;mitsubishi lancer 1998;automática;1998
5795;;gasolina;43000;La Molina - Lima - Lima;mitsubishi;mirage;8300;mitsubishi mirage 2014;automática;2014
5796;;gasolina;11400;Surquillo - Lima - Lima;mitsubishi;outlander;;mitsubishi outlander 2016;automática (secuencial);2016
5797;;gasolina;62170;Paita - Paita - Piura;mitsubishi;eclipse;6600;mitsubishi eclipse 2008;automática;2008
5798;;gasolina;85000;Lima - Lima - Lima;mitsubishi;l200;3000;mitsubishi l200 2009;mecánica;2009
5799;;diesel;270500;Ica - Ica - Ica;mitsubishi;grandis;3800;mitsubishi grandis 2006;mecánica;2006
5800;;diesel;55000;San Isidro - Lima - Lima;mitsubishi;l200;16900;mitsubishi l200 2015;mecánica;2015
5801;;gasolina;24000;San Miguel - Lima - Lima;mitsubishi;outlander;;mitsubishi outlander 2017;automática (secuencial);2017
5802;;gasolina;65000;Breña - Lima - Lima;mitsubishi;eclipse;7000;mitsubishi eclipse 2007;automática (secuencial);2007
5803;;gasolina;32000;Magdalena del Mar - Lima - Lima;mitsubishi;mirage;9000;mitsubishi mirage 2017;mecánica;2017
5804;;diesel;75000;Santiago de Surco - Lima - Lima;mitsubishi;l200;13790;mitsubishi l200 2012;mecánica;2012
5805;;gasolina;150000;El Tambo - Huancayo - Junin;mitsubishi;pajero io;6700;mitsubishi pajero io 2001;automática;2001
5806;;gasolina;78000;Miraflores - Lima - Lima;mitsubishi;asx;13900;mitsubishi asx 2015;automática (secuencial);2015
5807;;gasolina;150000;Oyon - Oyon - Lima;mitsubishi;montero;2900;mitsubishi montero 1999;automática;1999
5808;;diesel;200000;La Molina - Lima - Lima;mitsubishi;montero;9500;mitsubishi montero 2003;automática (secuencial);2003
5809;;diesel;52000;La Molina - Lima - Lima;mitsubishi;l200;7000;mitsubishi l200 2014;mecánica;2014
5810;;diesel;;Cotaparaco - Recuay - Ancash;mitsubishi;l200 dk-r;6200;mitsubishi l200 dk-r 2011;mecánica;2011
5811;;gasolina;61500;Miraflores - Lima - Lima;mitsubishi;montero sport;16700;mitsubishi montero sport 2010;mecánica;2010
5812;;gasolina;45000;Villa Maria del Triunfo - Lima - Lima;mitsubishi;outlander;14500;mitsubishi outlander 2012;automática (secuencial);2012
5813;;gasolina;106859;Trujillo - Trujillo - La Libertad;mitsubishi;lancer;;mitsubishi lancer 2008;mecánica;2008
5814;;gasolina;55500;Salaverry - Trujillo - La Libertad;mitsubishi;outlander;5000;mitsubishi outlander 2009;automática (secuencial);2009
5815;;gasolina;44500;San Luis - Lima - Lima;mitsubishi;mirage;7800;mitsubishi mirage 2014;automática (secuencial);2014
5816;;diesel;83450;Maria Parado de Bellido - Cangallo - Ayacucho;mitsubishi;montero;6400;mitsubishi montero 2006;automática;2006
5817;;gasolina;66000;Lince - Lima - Lima;mitsubishi;mirage g4;7800;mitsubishi mirage g4 2014;mecánica;2014
5818;;gasolina;94000;Miraflores - Lima - Lima;mitsubishi;outlander;13000;mitsubishi outlander 2012;automática (secuencial);2012
5819;;gasolina;128700;San Juan de Lurigancho - Lima - Lima;mitsubishi;pajero io;6500;mitsubishi pajero io 2002;automática;2002
5820;;gasolina;162000;San Juan de Miraflores - Lima - Lima;mitsubishi;lancer;3700;mitsubishi lancer 1998;mecánica;1998
5821;;gasolina;66000;Lima - Lima - Lima;mitsubishi;outlander;15500;mitsubishi outlander 2014;automática (secuencial);2014
5822;;gasolina;;San Juan de Lurigancho - Lima - Lima;mitsubishi;galant;4200;mitsubishi galant 2000;automática;2000
5823;;diesel;;San Borja - Lima - Lima;mitsubishi;l200;16900;mitsubishi l200 2015;mecánica;2015
5824;;gasolina;88;Ate - Lima - Lima;mitsubishi;eclipse;11000;mitsubishi eclipse 2006;automática (secuencial);2006
5825;;diesel;76000;Cayma - Arequipa - Arequipa;mitsubishi;nativa;19990;mitsubishi nativa 2011;automática (secuencial);2011
5826;;gasolina;134000;La Molina - Lima - Lima;mitsubishi;lancer evolution;8000;mitsubishi lancer evolution 2008;automática (secuencial);2008
5827;;gasolina;;San Borja - Lima - Lima;mitsubishi;outlander;25600;mitsubishi outlander 2018;automática (secuencial);2018
5828;;gasolina;45000;Magdalena del Mar - Lima - Lima;mitsubishi;mirage;8500;mitsubishi mirage 2015;automática (secuencial);2015
5829;;gas glp;75000;San Borja - Lima - Lima;mitsubishi;asx;;mitsubishi asx 2013;automática (secuencial);2013
5830;;diesel;150000;Trujillo - Trujillo - La Libertad;mitsubishi;pajero;5000;mitsubishi pajero 1996;mecánica;1996
5831;;gasolina;67000;San Isidro - Lima - Lima;mitsubishi;asx;12990;mitsubishi asx 2011;automática;2011
5832;;diesel;110000;Magdalena del Mar - Lima - Lima;mitsubishi;montero;15500;mitsubishi montero 2008;automática (secuencial);2008
5833;;diesel;;Junin - Junin - Junin;mitsubishi;l200;9800;mitsubishi l200 2014;mecánica;2014
5834;;gasolina;120000;Surquillo - Lima - Lima;mitsubishi;eclipse;7500;mitsubishi eclipse 1995;mecánica;1995
5835;;gasolina;135000;Lince - Lima - Lima;mitsubishi;eclipse;5900;mitsubishi eclipse 2008;mecánica;2008
5836;;diesel;161629;Rimac - Lima - Lima;mitsubishi;l200 dk-r;6700;mitsubishi l200 dk-r 2007;mecánica;2007
5837;;diesel;72870;Simon Bolivar - Pasco - Pasco;mitsubishi;pajero;4600;mitsubishi pajero 2002;mecánica;2002
5838;;diesel;93905;Santa Maria - Huaura - Lima;mitsubishi;montero;5200;mitsubishi montero 2003;automática;2003
5839;;diesel;62143;Trujillo - Trujillo - La Libertad;mitsubishi;l200;6700;mitsubishi l200 2009;mecánica;2009
5840;;diesel;130000;San Miguel - Lima - Lima;mitsubishi;nativa;8700;mitsubishi nativa 1997;automática;1997
5841;;gasolina;61000;Santiago de Surco - Lima - Lima;mitsubishi;mirage;;mitsubishi mirage 2014;mecánica;2014
